Field_Rising_Sun_10.png
54.138405, -1.193512
54.138405, -1.182608
54.133482, -1.193512
54.133482, -1.182608
54.1381,-1.19329
54.1382,-1.19278
54.1383,-1.19205
54.1383,-1.19191
54.1383,-1.19179
54.1383,-1.19172
54.1383,-1.19148
54.1383,-1.19113
54.1383,-1.19082
54.1383,-1.19048
54.1383,-1.19036
54.1383,-1.1901
54.1381,-1.18752
54.138,-1.18637
54.1379,-1.18533
54.1379,-1.1853
54.1378,-1.18521
54.137,-1.18467
54.1363,-1.18409
54.136,-1.18383
54.1356,-1.18354
54.1352,-1.18324
54.1348,-1.18296
54.1347,-1.18285
54.1346,-1.18309
54.1345,-1.18342
54.1344,-1.18373
54.134,-1.18507
54.1339,-1.1854
54.1336,-1.18645
54.1335,-1.18674
54.1335,-1.18675
54.1336,-1.18692
54.1337,-1.18714
54.1338,-1.18733
54.1341,-1.18792
54.1344,-1.18856
54.1344,-1.18858
54.1346,-1.18911
54.1343,-1.18945
54.1342,-1.1896
54.1341,-1.18974
54.1339,-1.18998
54.1338,-1.19015
54.1337,-1.19022
54.1339,-1.19058
54.1341,-1.19088
54.1344,-1.19138
54.1349,-1.19208
54.1351,-1.19244
54.1354,-1.19168
54.1356,-1.19119
54.1357,-1.19128
54.136,-1.1915
54.1361,-1.19158
54.1362,-1.19168
54.1363,-1.19178
54.1364,-1.19185
54.1365,-1.19194
54.1369,-1.19227
54.1372,-1.19253
54.1374,-1.1927
54.1376,-1.19288
54.1378,-1.19301
54.1379,-1.19309
54.138,-1.1932
